tokens,tags,polarities
"('The', 'waiters', 'and', 'owners', 'were', 'nonchalant', 'about', 'this', 'and', 'promised', 'to', 'call', 'the', 'exterminator', 'but', 'were', '""nt""', 'as', 'dismayed', 'or', 'apologetic', 'as', 'I', 'would', 'have', 'expected', '.')","('0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'dining', 'room', 'is', 'quietly', 'elegant', 'with', 'no', 'music', 'to', 'shout', 'over', '--', 'how', 'refreshing', '!')","('0', '1', '2', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'well', 'mannered', ',', 'pleasant', 'staff', 'that', 'Tony', 'has', 'in', 'his', 'employ', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'duck', 'confit', 'is', 'always', 'amazing', 'and', 'the', 'foie', 'gras', 'terrine', 'with', 'figs', 'was', 'out', 'of', 'this', 'world', '.')","('0', '1', '2', '0', '0', '0', '0', '0', '1', '2', '2', '2', '2', '0', '0', '0', '0', '0', '0')","('-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', ',', 'served', 'in', 'small', 'tasting', 'portions', '-LRB-', 'as', 'an', 'option', '-RRB-', 'is', 'very', 'good', 'with', 'each', 'dish', 'being', 'better', 'than', 'the', 'next', '.')","('0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'tasty', 'and', 'portion', 'sizes', 'are', 'appropriate', '.')","('0', '1', '0', '0', '0', '1', '2', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'mussaman', 'curry', 'that', 'I', 'ordered', 'was', 'as', 'thin', 'as', 'water', 'and', 'aside', 'from', 'the', 'poorly', 'fried', 'tofu', 'that', 'I', 'ordered', 'in', 'it', ',', 'they', 'graciously', 'provided', 'me', 'with', 'ONE', 'piece', 'of', 'poorly', 'cooked', 'potato', '.')","('0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Good', 'luck', 'getting', 'a', 'table', '.')","('0', '0', '1', '2', '2', '0')","('-1', '-1', '0', '0', '0', '-1')"
"('We', 'ended', 'the', 'dinner', 'with', 'a', 'surprisingly', 'light', 'and', 'flaky', 'apple', 'tarte', 'tatin', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '-1')"
"('And', 'at', 'the', 'conclusion', 'of', 'this', 'culinary', 'nightmare', 'the', 'check', 'was', 'given', 'to', 'our', 'table', 'by', 'knocking', 'over', 'a', 'glass', 'of', 'water', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('This', 'place', 'has', 'good', 'potential', ',', 'but', 'needs', 'a', 'significant', 'amount', 'of', 'work', 'before', 'we', 'can', 'justify', 'spending', 'that', 'much', 'money', 'on', 'indian', 'food', 'you', 'can', 'get', 'everywhere', 'else', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Other', 'apetizers', 'and', 'food')","('0', '1', '0', '1')","('-1', '-1', '-1', '1')"
"('This', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', ',', 'having', 'lunch', ',', 'dinner', ',', 'pre-theatre', 'or', 'after-theatre', 'drinks', '!')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '2', '2', '2', '0')","('-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Having', 'not', 'been', 'home', 'in', 'the', 'last', '2', 'years', 'may', 'skew', 'this', 'reviewer', 'a', 'bit', ',', 'but', 'the', 'food', 'was', 'tasty', 'and', 'spicy', 'sans', 'the', 'oil', 'that', 'comes', 'floating', 'along', 'at', 'similar', 'venues', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Both', 'the', 'fresh', 'mozzerella', 'slices', 'and', 'the', 'Plain', 'Cheese', 'slice', 'are', 'phenomenal', '.')","('0', '0', '1', '2', '2', '0', '0', '1', '2', '2', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '-1', '-1', '-1')"
"('The', 'drinks', 'are', 'always', 'welll', 'made', 'and', 'wine', 'selection', 'is', 'fairly', 'priced', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1')"
"('You', 'must', 'try', 'the', 'shrimp', 'appetizers', '.')","('0', '0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '2', '2', '-1')"
"('I', 'do', '""nt""', 'know', 'who', 'they', 'think', 'they', 'are', 'but', 'they', 'have', 'no', 'respect', 'for', 'the', 'residents', 'of', 'the', 'neighborhood', 'ever', 'since', 'they', 'opened', 'their', 'cabaret', 'next', 'door', 'and', 'blasts', 'loud', 'music', 'till', 'three', 'in', 'the', 'morning', 'every', 'weekend', 'during', 'the', 'summer', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Quality', 'of', 'food', 'is', 'excellent', 'and', 'price', 'is', 'cheap', ',', 'stick', 'to', 'pork', ',', 'fish', ',', 'chicken', ',', 'lamb', 'and', 'vegetables', '.')","('1', '2', '2', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '1', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('A', '+', '+', 'The', 'service', 'was', 'good', 'to', 'excellent', 'along', 'with', 'the', 'attitude', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'was', '""nt""', 'there', 'for', 'the', 'Half-Price', 'Saturday', 'Night', 'Special', ',', 'but', 'Tuesday', 'Night', '.')","('0', '0', '0', '0', '0', '0', '1', '2', '2', '2', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '1', '1', '-1', '-1', '-1', '-1', '-1')"
"('While', 'the', 'food', 'was', 'excellent', ',', 'it', 'was', '""nt""', 'cheap', '-LRB-', 'though', 'not', 'extremely', 'expensive', 'either', '-RRB-', '.')","('0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Prices', 'are', 'in', 'line', '.')","('1', '0', '0', '0', '0')","('1', '-1', '-1', '-1', '-1')"
"('Check', 'it', 'out', ',', 'it', 'wo', '""nt""', 'hurt', 'your', 'stomach', 'or', 'your', 'wallet', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1')"
"('A', 'glass', 'of', 'Leaping', 'Lizard', ',', 'a', 'glass', 'of', 'prosecco', ',', 'and', 'the', 'mussels', 'had', 'everything', 'happy', '.')","('0', '1', '2', '2', '2', '0', '0', '1', '2', '2', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1')"
"('The', 'freshest', ',', 'best', 'variety', ',', 'and', 'the', 'fastest', 'delivery', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'counter', 'service', 'is', 'bad', '.')","('0', '1', '2', '0', '0', '0')","('-1', '0', '0', '-1', '-1', '-1')"
"('20', 'minutes', 'for', 'our', 'reservation', 'but', 'it', 'gave', 'us', 'time', 'to', 'have', 'a', 'few', 'cocktails', 'and', 'enjoy', 'our', 'surroundings', 'and', 'each', 'other', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'people', 'with', 'carts', 'of', 'food', 'do', '""nt""', 'understand', 'you', 'because', 'they', 'do', '""nt""', 'speak', 'English', ',', 'their', 'job', 'is', 'to', 'give', 'you', 'the', 'delicious', 'food', 'you', 'point', 'at', '.')","('0', '1', '2', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '0', '0', '0', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Good', 'French', 'restaurant', 'in', 'an', 'area', 'devoid', 'of', 'decent', 'restaurants', 'unless', 'you', '""re""', 'into', 'eating', '4', 'pound', 'pastrami', 'sandwiches', 'at', 'Katz', '""""', 'Deli', ',', 'or', 'Mexican', 'food', 'which', 'is', 'supplied', 'by', 'capable', 'restaurants', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Service', 'was', 'devine', ',', 'oysters', 'where', 'a', 'sensual', 'as', 'they', 'come', ',', 'and', 'the', 'price', 'ca', '""nt""', 'be', 'beat', '!!!')","('1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', '""ve""', 'dined', 'at', 'Alain', 'Ducasse', '""s""', 'restaurant', 'in', 'Monte', 'Carlo', 'for', 'half', 'the', 'price', 'for', 'the', 'same', 'excellent', 'dining', 'experience', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1')"
"('It', '""s""', 'really', 'also', 'the', 'service', ',', 'is', 'good', 'and', 'the', 'waiters', 'are', 'friendly', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1')"
"('Last', 'time', 'I', 'went', 'here', ',', 'the', 'waitress', 'did', '""nt""', 'come', 'back', 'after', 'taking', 'our', 'order', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('For', 'all', 'of', 'you', 'new', 'to', 'Indian', 'food', ',', 'try', 'the', 'Paneer', 'Roll', ',', 'it', 'is', 'a', 'piece', 'of', 'heaven', '.')","('0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'and', 'staff', 'always', 'surprise', 'me', 'with', 'the', 'new', 'heights', 'they', 'are', 'taken', 'to', '.')","('0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Service', 'was', 'quick', '.')","('1', '0', '0', '0')","('2', '-1', '-1', '-1')"
"('They', 'need', 'a', 'kick', 'out', 'of', 'it', 'but', 'until', 'then', 'the', 'sushi', 'is', 'pretty', 'good', 'and', 'the', 'place', 'is', 'consistent', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('We', 'were', 'told', 'that', 'they', 'were', 'booked', 'solid', 'and', 'no', 'other', 'table', 'was', 'available', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1')"
"('Be', 'careful', 'of', 'portions', '-', 'they', '""re""', 'HUGE', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1')"
"('I', 'found', 'the', 'food', 'to', 'be', 'outstanding', ',', 'particulary', 'the', 'salmon', 'dish', 'I', 'had', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0')","('-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('This', 'is', 'some', 'really', 'good', ',', 'inexpensive', 'sushi', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('We', 'visited', 'Bread', 'Bar', 'during', 'January', 'restaurant', 'week', 'and', 'were', 'so', 'pleased', 'with', 'the', 'menu', 'selections', 'and', 'service', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1')"
"('The', 'wait', 'here', 'is', 'long', 'for', 'dim', 'sum', ',', 'but', 'if', 'you', 'do', '""nt""', 'like', 'sharing', 'tables', 'or', 'if', 'the', 'typical', 'raucous', 'dim', 'sum', 'atmosphere', 'is', 'not', 'your', 'gig', ',', 'this', 'is', 'a', 'sleek', '-LRB-', 'for', 'Chinatown', '-RRB-', 'alternative', '.')","('0', '1', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('-LRB-', 'food', 'was', 'delivered', 'by', 'a', 'busboy', ',', 'not', 'waiter', '-RRB-', 'We', 'got', 'no', 'cheese', 'offered', 'for', 'the', 'pasta', ',', 'our', 'water', 'and', 'wine', 'glasses', 'remained', 'EMPTY', 'our', 'entire', 'meal', ',', 'when', 'we', 'would', 'have', 'easily', 'spent', 'another', '$', '20', 'on', 'wine', '.')","('0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '2', '2', '2', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('This', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', ',', 'having', 'lunch', ',', 'dinner', ',', 'pre-theatre', 'or', 'after-theatre', 'drinks', '!')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '2', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '2', '-1')"
"('VT', 'is', 'what', 'baby', 'pizzas', 'hope', 'to', 'be', 'when', 'they', 'grow', 'up', '.')","('0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('at', 'night', ',', 'but', 'it', '""s""', 'hard', 'to', 'hear', 'your', 'own', 'conversation', 'with', 'everyone', 'else', 'competing', 'for', 'that', 'same', 'luxury', '-', 'the', 'music', 'playing', 'in', 'the', 'background', 'is', 'also', 'voluminous', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Try', 'the', 'Pad', 'Thai', ',', 'it', '""s""', 'fabulous', 'and', 'their', 'prices', 'are', 'so', 'cheap', '!')","('0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1')"
"('The', 'staff', 'is', 'accomodating', ',', 'the', 'ambiance', 'is', 'exciting', 'and', 'yet', 'relaxed', ',', 'and', 'the', 'food', 'is', 'out', 'of', 'this', 'world', '!')","('0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'blond', 'wood', 'decor', 'is', 'very', 'soothing', ',', 'the', 'premium', 'sake', 'is', 'excellent', 'and', 'the', 'service', 'is', 'great', '.')","('0', '1', '2', '2', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '2', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'had', 'the', 'Pad', 'Thai', 'and', 'the', 'noodles', 'were', 'sticky', '.')","('0', '0', '0', '1', '2', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Waiters', 'tend', 'to', 'forget', 'drinks', 'completely', ',', 'food', 'portions', 'are', 'so', 'tiny', ',', 'two', 'people', 'have', 'trouble', 'sharing', 'one', 'entree', '.')","('1', '0', '0', '0', '1', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('the', 'drinks', 'are', 'amazing', 'and', 'half', 'off', 'till', '8pm', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Mine', 'was', 'a', 'little', 'burnt', 'but', 'still', 'delicious', 'with', 'goat', 'cheese', 'and', 'panchetta', '-LRB-', 'raddichio', 'was', 'kind', 'of', 'bitter', 'though', '-RRB-', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Appetizers', 'are', 'somewhere', 'around', '$', '7', 'each', 'and', 'the', 'main', 'dishes', 'are', 'between', '$', '11', 'and', '$', '16', '.')","('1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0')","('1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('It', 'is', 'the', 'type', 'of', 'place', 'to', 'run', 'into', 'old', 'friends', 'and', 'have', 'a', 'late', ',', 'raucus', 'dinner', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('While', 'the', 'food', 'was', 'good', '-LRB-', 'certainly', 'no', 'Il', 'Mulino', '-RRB-', 'the', 'service', 'was', 'horrendous', '.')","('0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Have', 'the', 'iced', 'tea', '.')","('0', '0', '1', '2', '0')","('-1', '-1', '2', '2', '-1')"
"('In', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'Thai', 'food', ',', 'this', 'is', 'one', 'of', 'the', 'best', 'spots', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'ambiance', 'is', 'minimal', 'the', 'food', 'is', 'not', 'phenomenal', ',', 'but', 'some', 'dishes', 'are', 'quite', 'good', ',', 'such', 'as', 'the', 'eggplant', 'parmesan', ',', 'veal', 'in', 'carozza', 'chicken', 'saltimbocca', '.')","('0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '2', '2', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'banana', 'tower', 'is', 'an', 'amazing', 'dessert', 'as', 'well', '.')","('0', '1', '2', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1')"
"('The', 'miso', 'soup', 'lacked', 'flavor', 'and', 'the', 'fish', 'was', 'unfortunately', 'not', 'as', 'well', 'prepared', 'as', 'in', 'the', 'past', '.')","('0', '1', '2', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('both', 'are', 'very', 'reasonably', 'priced', '-LRB-', 'around', '$', '8', 'for', 'dinner', 'and', '$', '5', 'for', 'lunch', '-RRB-', ',', 'and', 'are', 'delicious', 'and', 'filling', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
